campaign,tool,lot,episode,lots_since_clean,pressure_mtorr,reflected_power_w,flow_sccm,endpoint_s,vibration_mm_s,failure_after_lot,failure_next_5
107,ETCH-01,0,0,0,35.03964093373604,9.339424190948915,49.95366523851949,120.33919259979504,0.4853220191551385,False,0
107,ETCH-01,1,0,1,35.06358834034488,8.521778860488666,50.01410581657999,119.81802620305557,0.5362287340628931,False,0
107,ETCH-01,2,0,2,34.9868067409716,8.87414765530874,50.139681917598104,119.82064622215276,0.5770874169310239,False,0
107,ETCH-01,3,0,3,35.11122355781397,10.705774300119966,50.05694978300004,120.55261340689735,0.6028372627188394,False,0
107,ETCH-01,4,0,4,35.03157705881555,9.234556951668585,49.95146739814591,120.38260081766563,0.5714335941386617,False,0
107,ETCH-01,5,0,5,34.92531195094351,11.896326897302647,49.9799907086293,120.86306250152765,0.5314325542571836,False,0
107,ETCH-01,6,0,6,34.928107187763,11.129809830599207,50.27567979539403,120.13267824526255,0.6936575519189419,False,0
107,ETCH-01,7,0,7,35.070993703506026,13.77310387900728,49.725916757754916,120.72956871187486,0.6607409951104335,False,0
107,ETCH-01,8,0,8,35.068996775906555,12.555527575347284,50.003011244028244,120.55463240164502,0.6519938007059861,False,0
107,ETCH-01,9,0,9,35.021559219526004,15.660836649013252,49.81043724560865,121.34769646852786,0.6700086899916118,False,0
107,ETCH-01,10,0,10,34.977536918347774,12.5218798589602,50.145435636785905,121.04036800890091,0.7049517019338835,False,0
107,ETCH-01,11,0,11,34.948105313849894,14.132481490897925,49.97103528365243,121.56069764643732,0.637292148177677,False,0
107,ETCH-01,12,0,12,35.05268534802208,13.418026480394255,49.85040117532391,120.71511665645247,0.7918465541720519,False,0
107,ETCH-01,13,0,13,34.98139955760853,16.039740824436148,49.69264166596816,121.88842855096907,0.8176701071117218,False,0
107,ETCH-01,14,0,14,35.035076482808165,15.785128967684619,49.96577355298672,121.44817984595034,0.8579468446283377,False,0
107,ETCH-01,15,0,15,34.81075986891368,16.315326079731655,50.05920788576133,122.0249160453493,0.9223894380924647,False,0
107,ETCH-01,16,0,16,34.993452761768026,17.968010504864576,50.06340336712248,122.39561192333451,0.9036340858022814,False,0
107,ETCH-01,17,0,17,35.050120540611985,18.54642717199113,49.78159890302184,121.60056609754318,1.0030815108429327,False,0
107,ETCH-01,18,0,18,34.99314749565489,18.487618492605765,49.73203667909627,122.02801384098525,0.9832447120594644,False,0
107,ETCH-01,19,0,19,34.93197432083103,18.524578339555436,50.10831171065591,122.52952001343303,0.964360588341129,False,0
107,ETCH-01,20,0,20,34.94721944236998,21.074409803321107,49.96014920188075,122.59310144223339,1.0477822333619817,False,0
107,ETCH-01,21,0,21,34.91516772023253,22.142330167730744,49.71072420803934,122.93082590776893,0.8896261096388727,False,0
107,ETCH-01,22,0,22,35.021316505275664,19.565914850569975,49.998141913507915,122.3666523866747,1.0536714744016196,False,0
107,ETCH-01,23,0,23,34.87943645452916,25.235062326871393,50.1747747466106,122.67152193379482,1.0608731808177212,False,0
107,ETCH-01,24,0,24,35.00995856308551,24.772539025611373,50.0191624647925,123.30139256242474,0.9964949481117131,False,0
107,ETCH-01,25,0,25,34.81690747062758,23.52654174138219,49.89600888610662,123.19302516293696,1.1635055593238612,False,0
107,ETCH-01,26,0,26,35.02873240345663,22.46268786499877,49.93277710064235,122.99398657108443,1.1875713946685305,False,0
107,ETCH-01,27,0,27,34.90536460379749,25.365592692135266,49.92791848110693,123.52919128895833,1.1921994408340395,False,0
107,ETCH-01,28,0,28,34.96043427264535,26.72823989535923,50.27782612137429,123.54771415031739,1.2143978018015125,False,0
107,ETCH-01,29,0,29,34.98630503625557,25.12911322433723,49.81139181057349,123.79915337787831,1.170807874892547,False,0
107,ETCH-01,30,0,30,34.84572137225115,26.733827020607027,50.085804221053564,124.30307161022816,1.2367797937240093,False,0
107,ETCH-01,31,0,31,35.01828262931248,27.65345452542133,49.81131711907521,123.30236383130364,1.2395121275270569,False,0
107,ETCH-01,32,0,32,34.953735740805065,29.3546222929248,50.036682693077424,123.93086152555384,1.3155466651525887,False,0
107,ETCH-01,33,0,33,35.06893586160271,28.666814839731416,50.170628651355266,123.87058760496211,1.3509615130619195,False,0
107,ETCH-01,34,0,34,35.023026102195544,27.966622804479737,50.056658589251285,123.80468757151826,1.3570356514794093,False,0
107,ETCH-01,35,0,35,34.94201091247099,30.389722116014944,49.956225415174984,124.08934713955054,1.247549737568205,False,0
107,ETCH-01,36,0,36,35.01017933186875,33.646895467971596,50.14836782460394,123.70688970640815,1.34253391779492,False,0
107,ETCH-01,37,0,37,34.97048961944581,29.88159815924208,49.95013702948571,123.911888764801,1.4218847778376176,False,1
107,ETCH-01,38,0,38,35.0303595520581,31.90929894999882,49.995843745057925,123.92043297646951,1.4002278392238297,False,1
107,ETCH-01,39,0,39,35.051959875741815,30.14062969020178,49.82171927178894,124.13853777773636,1.3688136514409224,False,1
107,ETCH-01,40,0,40,35.03507825889047,31.55051514863098,49.92841121050464,125.62999848521906,1.4504494503862886,False,1
107,ETCH-01,41,0,41,34.92168794116269,34.40027140049271,50.359145052698835,124.34025350562345,1.4885762435679186,False,1
107,ETCH-01,43,1,0,34.98135342003934,7.468386837137155,49.88172013911164,120.16911385506151,0.441867162189142,False,0
107,ETCH-01,44,1,1,35.02736114739513,9.160326563054323,49.90496890089045,119.8846862949229,0.5192120053953174,False,0
107,ETCH-01,45,1,2,34.95974261085691,8.827533031091765,50.08128082551413,120.24283021654136,0.46374369430749046,False,0
107,ETCH-01,46,1,3,34.93597134560484,10.007014577914093,50.03060636539645,120.53012077278004,0.5566087354559909,False,0
107,ETCH-01,47,1,4,34.87356175428677,10.221241081697567,50.205592776513,121.21662940426987,0.575965573542264,False,0
107,ETCH-01,48,1,5,35.095907614057275,10.392912885938507,50.08404849736032,120.45810364115653,0.650634666767534,False,0
107,ETCH-01,49,1,6,35.02786283855714,9.993726256303876,49.974172989611546,120.87942471940241,0.5584248170714572,False,0
107,ETCH-01,50,1,7,35.013816094448785,11.802599616423661,49.86090641937862,122.25396855851724,0.6821210572541135,False,0
107,ETCH-01,51,1,8,34.946230600450065,11.768128709564438,49.82218217218091,121.54755940570007,0.7162506571252474,False,0
107,ETCH-01,52,1,9,35.085228507541814,14.127522239010588,50.22832131447018,120.55382551185676,0.7517036172197561,False,0
107,ETCH-01,53,1,10,34.9846100316235,12.18679676874176,50.08526569761834,120.8582038100835,0.7795287651224807,False,0
107,ETCH-01,54,1,11,35.036092705967086,13.009599722475603,49.96645610729122,121.7859801451696,0.6845039546816398,False,0
107,ETCH-01,55,1,12,35.057117938051725,13.509322259871789,49.94475680010537,121.38620402827601,0.6287611053521227,False,0
107,ETCH-01,56,1,13,34.92896828017412,12.605826722572761,50.09235342233119,121.03362011564688,0.7193516029584673,False,0
107,ETCH-01,57,1,14,34.98911742509129,13.54786471563296,50.00777418968125,121.37763815183988,0.8523301565709247,False,0
107,ETCH-01,58,1,15,34.901022813175295,16.668151151361787,49.86578242103815,121.05822510093408,0.8402158898172166,False,0
107,ETCH-01,59,1,16,35.006682322379135,14.781045138457864,49.92807279498326,121.5666307759448,0.8754660492708268,False,0
107,ETCH-01,60,1,17,34.92187857107681,15.707663571612823,49.99581160990308,122.4159565517052,0.8323125286943818,False,0
107,ETCH-01,61,1,18,35.03219934030824,20.96196954592858,49.92728908857796,121.6058557470898,0.7940182311230619,False,0
107,ETCH-01,62,1,19,35.14722381173542,18.521607577184614,49.86185645479065,122.32828170185651,0.9317752172451688,False,0
107,ETCH-01,63,1,20,35.046270527833585,17.203230698089616,49.91367322425114,122.53902163677193,0.9865643248621672,False,0
107,ETCH-01,64,1,21,34.96151331873914,19.83146583253324,50.03813209169427,122.57189234639513,0.932773541105982,False,0
107,ETCH-01,65,1,22,35.02644551096178,21.48261606663288,50.141728472478775,122.39238182562626,0.9993212940597512,False,0
107,ETCH-01,66,1,23,34.94680680133482,21.099576759791102,49.986919524336315,121.95022528949157,0.9976051556694088,False,0
107,ETCH-01,67,1,24,34.92002027130384,23.050633230376327,49.89643929453361,123.02038962008362,1.0114034826450569,False,0
107,ETCH-01,68,1,25,34.98118988945239,21.474567041819377,50.06706755778783,123.06375538352556,0.984520972578459,False,0
107,ETCH-01,69,1,26,34.94929419030602,18.71818610088912,49.74809435579459,123.19556370085965,1.055890682799911,False,0
107,ETCH-01,70,1,27,34.95154090139141,24.59337952623747,50.18103481089831,122.8446760406749,1.1374643232528094,False,0
107,ETCH-01,71,1,28,35.098248600501215,24.285480782840512,49.875346062170415,123.60849835104891,1.1302192866565721,False,0
107,ETCH-01,72,1,29,34.968576545808396,23.287409295645574,50.06541864670028,122.63609730050234,1.158983409203222,False,0
107,ETCH-01,73,1,30,34.97414636138468,27.602955036993556,49.99968536332767,123.34199804779026,1.1961628374595101,False,0
107,ETCH-01,74,1,31,34.94625670135559,25.6254424481012,50.16579428043214,123.04307560119484,1.1185348986473151,False,0
107,ETCH-01,75,1,32,35.016581960867065,25.403960801670003,50.07659326387625,123.61775421108207,1.2685660450973923,False,0
107,ETCH-01,76,1,33,34.996899046366465,24.08600369332697,49.891318572517434,123.59018157284319,1.2945572361127644,False,0
107,ETCH-01,77,1,34,34.965927868623716,27.057625318359214,50.15051388000379,124.98532478464173,1.3236414963210588,False,0
107,ETCH-01,78,1,35,34.9910977132477,26.7050370560317,49.87718299372692,124.2778877615087,1.2698220206746762,False,0
107,ETCH-01,79,1,36,35.00707659823603,29.555516816149918,50.096245781438235,124.33513419106983,1.3171952390716863,False,0
107,ETCH-01,80,1,37,34.89059506232422,27.968344448009994,49.912764538708004,124.47938405866958,1.4719421546773233,False,0
107,ETCH-01,81,1,38,35.12856772323289,29.952503035376548,50.06679973980172,124.36919517154297,1.4854384180081641,False,0
107,ETCH-01,82,1,39,35.024302577462024,30.674498790045213,49.873307391790696,124.8093667062627,1.349766204717584,False,0
107,ETCH-01,83,1,40,35.059237232873684,30.748902657238652,50.22460054128353,124.57966821889109,1.472268543295177,False,0
107,ETCH-01,84,1,41,35.030907334738984,32.84840986461352,50.01753235212543,124.71641779528795,1.4711231776026255,False,0
107,ETCH-01,85,1,42,35.02525784124546,33.009779748211955,49.73613217826602,124.91286645477285,1.4891971067987217,False,1
107,ETCH-01,86,1,43,35.08042818442677,32.609248097224324,50.08477268443683,125.08103311624359,1.3935623345587638,False,1
